OBJECTID,Codigo_Municipio,GR,Nome_Estado,Nome_municipio,Pop_Total,Total_Enfermeiros,Enfermeiros_SUS,Enfermeiros_100mil_hab_Ind,Enfermeiros_SUS_100mil_hab_Ind,Shape__Area,Shape__Length
5090,5107925,Centro-Oeste,Mato Grosso,Sorriso,90313,133,106,147.265620674764,117.369592417481,9885929308.63086,910727.816331077
5091,2516151,Nordeste,Paraíba,Sossêgo,3555,2,2,56.2587904360056,56.2587904360056,157920737.6604,66417.7456044061
5092,1507904,Norte,Pará,Soure,25374,10,10,39.4104201150784,39.4104201150784,3541364280.12567,298524.45425684
5093,2516201,Nordeste,Paraíba,Sousa,69444,115,115,165.601059846783,165.601059846783,753763107.36792,143204.963718206
5094,2930808,Nordeste,Bahia,Souto Soares,16979,7,7,41.2273985511514,41.2273985511514,1079850436.77539,185410.028227951
5095,1720853,Norte,Tocantins,Sucupira,1966,1,1,50.8646998982706,50.8646998982706,1079356563.42969,200367.061203474
5096,2111904,Nordeste,Maranhão,Sucupira do Norte,10636,4,4,37.6081233546446,37.6081233546446,1095590481.23218,170985.835044018
5097,2111953,Nordeste,Maranhão,Sucupira do Riachão,5660,6,6,106.007067137809,106.007067137809,880551879.04834,158282.374646122
5098,3552304,Sudeste,São Paulo,Sud Mennucci,7718,12,12,155.480694480435,155.480694480435,682813230.833984,132250.874095786
5099,4217758,Sul,Santa Catarina,Sul Brasil,2461,2,2,81.2677773262901,81.2677773262901,141981372.544922,96350.4634426851
5100,4126652,Sul,Paraná,Sulina,2981,2,2,67.0915800067092,67.0915800067092,211169759.138672,83349.8659824076
5101,3552403,Sudeste,São Paulo,Sumaré,282441,208,189,73.6436990380292,66.9166303759015,181545188.857422,89432.8301624851
5102,2516300,Nordeste,Paraíba,Sumé,16966,12,12,70.7296946834846,70.7296946834846,858840811.139893,174872.679834292
5103,3305703,Sudeste,Rio de Janeiro,Sumidouro,15623,22,22,140.818024707163,140.818024707163,483905912.691406,142071.193573425
5104,2614501,Nordeste,Pernambuco,Surubim,65089,45,45,69.1361059472415,69.1361059472415,259384954.525391,82443.3983284193
5105,2210938,Nordeste,Piauí,Sussuapara,6730,4,4,59.4353640416048,59.4353640416048,210225816.213135,82455.1827921596
5106,3552551,Sudeste,São Paulo,Suzanápolis,3963,4,4,100.933636134242,100.933636134242,378586089.678711,91839.4098608938
5107,3552502,Sudeste,São Paulo,Suzano,297637,181,168,60.8123318001458,56.4445952620138,246756949.886719,104846.059984814
5108,4320859,Sul,Rio Grande do Sul,Tabaí,4719,1,1,21.1909302818394,21.1909302818394,125931682.775391,62770.8614806727
5109,5107941,Centro-Oeste,Mato Grosso,Tabaporã,9489,9,9,94.846664558963,94.846664558963,8834899656.51465,602923.006764469
5110,3552601,Sudeste,São Paulo,Tabapuã,12407,8,8,64.4797291851374,64.4797291851374,398373683.484375,124577.610192335
5111,1304062,Norte,Amazonas,Tabatinga,65844,83,83,126.05552518073,126.05552518073,3304202583.39526,300367.309069261
5112,3552700,Sudeste,São Paulo,Tabatinga,16496,12,12,72.74490785645,72.74490785645,429142151.614258,123194.022031661
5113,2614600,Nordeste,Pernambuco,Tabira,28534,18,17,63.0826382561155,59.5780472418869,397438721.596924,96705.453251326
5114,3552809,Sudeste,São Paulo,Taboão da Serra,289664,290,280,100.11599646487,96.6637207247017,24397973.6923828,24715.3670139078
5115,2930907,Nordeste,Bahia,Tabocas do Brejo Velho,12518,12,12,95.8619587793577,95.8619587793577,1516815606.04688,220613.035552769
5116,2413805,Nordeste,Rio Grande do Norte,Taboleiro Grande,2566,3,3,116.913484021824,116.913484021824,126263205.610352,64605.5267369169
5117,3167905,Sudeste,Minas Gerais,Tabuleiro,3750,4,4,106.666666666667,106.666666666667,244586279.089844,96229.58854287
5118,2313104,Nordeste,Ceará,Tabuleiro do Norte,30697,36,36,117.275303775613,117.275303775613,875075624.333984,153497.70573365
5119,2614709,Nordeste,Pernambuco,Tacaimbó,12874,8,8,62.140748796023,62.140748796023,234002080.848145,85086.1807783264
5120,2614808,Nordeste,Pernambuco,Tacaratu,25765,18,18,69.8622161847468,69.8622161847468,1304273641.79224,195299.293568469
5121,3552908,Sudeste,São Paulo,Taciba,6285,3,3,47.7326968973747,47.7326968973747,714898753.327148,150523.722382167
5122,2516409,Nordeste,Paraíba,Tacima,10911,5,5,45.8253139034002,45.8253139034002,250871930.481445,90286.0327296165
5123,5007950,Centro-Oeste,Mato Grosso do Sul,Tacuru,11552,9,9,77.9085872576177,77.9085872576177,2137432236.3418,240740.78483226
5124,3553005,Sudeste,São Paulo,Taguaí,13859,13,13,93.8018616061765,93.8018616061765,173536466.84668,72086.7184254387
5125,1720903,Norte,Tocantins,Taguatinga,16683,19,19,113.888389378409,113.888389378409,2570615333.87061,321712.772731458
5126,3553104,Sudeste,São Paulo,Taiaçu,6295,9,8,142.970611596505,127.084988085782,123666356.857422,53981.0881742215
5127,1507953,Norte,Pará,Tailândia,106339,55,55,51.7213816191614,51.7213816191614,4471508043.77197,332150.17762142
5128,4217808,Sul,Santa Catarina,Taió,18395,20,19,108.72519706442,103.288937211199,877445181.079102,189068.818600183
5129,3168002,Sudeste,Minas Gerais,Taiobeiras,34132,49,49,143.560295324036,143.560295324036,1325622553.27881,195552.890613427
5130,1720937,Norte,Tocantins,Taipas do Tocantins,2148,1,1,46.5549348230913,46.5549348230913,1175031994.93311,178959.273773093
5131,2413904,Nordeste,Rio Grande do Norte,Taipu,12279,7,7,57.0078996660966,57.0078996660966,358559779.727051,85622.2708682492
5132,3553203,Sudeste,São Paulo,Taiúva,5566,8,8,143.729787998563,143.729787998563,153007935.40918,68483.9030739131
5133,1720978,Norte,Tocantins,Talismã,2793,1,1,35.8037952022914,35.8037952022914,2279942100.30176,343374.239305777
5134,2614857,Nordeste,Pernambuco,Tamandaré,23388,9,9,38.4812724474089,38.4812724474089,220791119.354004,99068.776823029
5135,4126678,Sul,Paraná,Tamarana,14797,13,13,87.8556464148138,87.8556464148138,566758247.19043,170804.461487936
5136,3553302,Sudeste,São Paulo,Tambaú,23207,19,18,81.8718490110742,77.5628043262809,653063548.708984,146219.316046072
5137,4126702,Sul,Paraná,Tamboara,5120,4,4,78.125,78.125,229922050.756836,61035.8338799043
5138,2313203,Nordeste,Ceará,Tamboril,26251,27,27,102.853224639061,102.853224639061,1989022139.53345,269996.24429338
5139,2210953,Nordeste,Piauí,Tamboril do Piauí,2919,2,2,68.5166152792052,68.5166152792052,1633141991.08618,189082.815409018
5140,3553401,Sudeste,São Paulo,Tanabi,25967,12,12,46.2125004813802,46.2125004813802,856351597.583008,179935.313108475
5141,2414001,Nordeste,Rio Grande do Norte,Tangará,15727,9,9,57.2264258917785,57.2264258917785,363444837.15332,91110.797485845
5142,4217907,Sul,Santa Catarina,Tangará,8676,11,11,126.786537574919,126.786537574919,492428143.583984,168698.377680791
5143,5107958,Centro-Oeste,Mato Grosso,Tangará da Serra,103750,114,74,109.879518072289,71.3253012048193,12442783951.7715,997452.620319591
5144,3305752,Sudeste,Rio de Janeiro,Tanguá,34309,16,16,46.6349937334227,46.6349937334227,168462545.99707,90818.254165138
5145,2931004,Nordeste,Bahia,Tanhaçu,20403,17,17,83.321080233299,83.321080233299,1366730557.3877,207181.00878584
5146,2709004,Nordeste,Alagoas,Tanque d'Arca,6162,1,1,16.2284972411555,16.2284972411555,129113756.227539,63103.1500429987
5147,2210979,Nordeste,Piauí,Tanque do Piauí,2765,1,1,36.1663652802893,36.1663652802893,406815842.033936,98551.8957847466
5148,2931053,Nordeste,Bahia,Tanque Novo,17366,12,12,69.1005412875734,69.1005412875734,776559803.211914,149756.83726636
5149,2931103,Nordeste,Bahia,Tanquinho,7918,6,6,75.77671129073,75.77671129073,256346880.166504,88404.8176429963
5150,3168051,Sudeste,Minas Gerais,Taparuba,3110,6,6,192.926045016077,192.926045016077,219074136.543945,82891.3343371326
5151,1304104,Norte,Amazonas,Tapauá,17156,20,20,116.577290743763,116.577290743763,86487515557.9414,2535321.74314282
5152,4126801,Sul,Paraná,Tapejara,16205,10,10,61.7093489663684,61.7093489663684,708132023.458984,155587.970849261
5153,4320909,Sul,Rio Grande do Sul,Tapejara,24111,27,24,111.982082866741,99.5396292148812,307564722.224609,130584.666491465
5154,4321006,Sul,Rio Grande do Sul,Tapera,10584,8,8,75.5857898715042,75.5857898715042,234191591.984375,100546.457595743
5155,2516508,Nordeste,Paraíba,Taperoá,15376,27,27,175.598335067638,175.598335067638,642661252.287598,120230.941127495
5156,2931202,Nordeste,Bahia,Taperoá,21074,15,15,71.1777545791022,71.1777545791022,481218037.408691,141755.815157031
5157,4321105,Sul,Rio Grande do Sul,Tapes,17300,11,11,63.5838150289017,63.5838150289017,1093278893.01172,223768.287209509
5158,3168101,Sudeste,Minas Gerais,Tapira,4773,4,4,83.8047349675257,83.8047349675257,1340951171.32422,229526.557834185
5159,4126900,Sul,Paraná,Tapira,5539,5,5,90.269001624842,90.269001624842,517546270.957031,146811.873602987
5160,3168200,Sudeste,Minas Gerais,Tapiraí,1875,1,1,53.3333333333333,53.3333333333333,463625215.750977,131438.27992582
5161,3553500,Sudeste,São Paulo,Tapiraí,7807,7,7,89.6631228384783,89.6631228384783,908986912.681641,257969.36638703
5162,2931301,Nordeste,Bahia,Tapiramutá,17010,7,7,41.1522633744856,41.1522633744856,750902382.19043,132750.934738998
5163,3553609,Sudeste,São Paulo,Tapiratiba,12960,14,12,108.024691358025,92.5925925925926,257412966.151367,108856.203369609
5164,5108006,Centro-Oeste,Mato Grosso,Tapurah,13705,9,9,65.6694636993798,65.6694636993798,4741304020.58105,400346.041063273
5165,4321204,Sul,Rio Grande do Sul,Taquara,57466,32,31,55.6851007552292,53.9449413566283,608590996.03125,194763.567151464
5166,3168309,Sudeste,Minas Gerais,Taquaraçu de Minas,4077,4,4,98.1113563895021,98.1113563895021,373133177.401367,114927.14698957
5167,3553658,Sudeste,São Paulo,Taquaral,2811,4,4,142.298114549982,142.298114549982,62200012.5683594,43111.7188729096
5168,5221007,Centro-Oeste,Goiás,Taquaral de Goiás,3529,6,6,170.019835647492,170.019835647492,222375487.983398,80348.4672115119
5169,2709103,Nordeste,Alagoas,Taquarana,19980,11,11,55.0550550550551,55.0550550550551,158703709.59668,68070.6568987596
5170,4321303,Sul,Rio Grande do Sul,Taquari,26862,20,19,74.4546199091654,70.7318889137071,465831019.259766,131310.209259138
5171,3553708,Sudeste,São Paulo,Taquaritinga,57177,44,43,76.9540199730661,75.2050649736782,689244079.884766,157832.026135856
5172,2615003,Nordeste,Pernambuco,Taquaritinga do Norte,28775,14,14,48.6533449174631,48.6533449174631,487402254.944336,106591.140481698
5173,3553807,Sudeste,São Paulo,Taquarituba,23218,16,16,68.9120509949177,68.9120509949177,536007615.629883,138763.737728212
5174,3553856,Sudeste,São Paulo,Taquarivaí,5852,6,6,102.529049897471,102.529049897471,278750670.250977,118197.184352225
5175,4321329,Sul,Rio Grande do Sul,Taquaruçu do Sul,3072,3,3,97.65625,97.65625,97890671.265625,62583.8760857437
5176,5007976,Centro-Oeste,Mato Grosso do Sul,Taquarussu,3588,4,4,111.482720178372,111.482720178372,1228558698.12988,223375.387008424
5177,3553906,Sudeste,São Paulo,Tarabai,7468,6,6,80.3427959292983,80.3427959292983,236582299.748047,79793.236673974
5178,1200609,Norte,Acre,Tarauacá,42567,17,17,39.9370404303803,39.9370404303803,20727899668.5225,813649.330842529
5179,2313252,Nordeste,Ceará,Tarrafas,8592,6,6,69.8324022346369,69.8324022346369,463748743.908691,123381.117979046
5180,1600709,Norte,Amapá,Tartarugalzinho,17315,13,13,75.0794109153913,75.0794109153913,6733396192.4007,457471.262171083
5181,3553955,Sudeste,São Paulo,Tarumã,15000,10,10,66.6666666666667,66.6666666666667,357931074.930664,80921.1553981683
5182,3168408,Sudeste,Minas Gerais,Tarumirim,14326,12,12,83.7637861231328,83.7637861231328,825835767.807617,188792.414714591
5183,2112001,Nordeste,Maranhão,Tasso Fragoso,8521,5,5,58.6785588545945,58.6785588545945,4505996778.7627,433962.271987391
5184,3554003,Sudeste,São Paulo,Tatuí,121766,123,79,101.013419181052,64.8785375227896,624345011.553711,194488.570051933
5185,2313302,Nordeste,Ceará,Tauá,58859,75,75,127.423163832209,127.423163832209,4088433013.38916,495167.691849985
5186,3554102,Sudeste,São Paulo,Taubaté,314924,587,494,186.39417764286,156.863243195184,742019037.189453,180837.701277693
5187,2516607,Nordeste,Paraíba,Tavares,14726,11,11,74.6978133912807,74.6978133912807,243127578.316162,106693.391383782
5188,4321352,Sul,Rio Grande do Sul,Tavares,5481,3,3,54.7345374931582,54.7345374931582,829958540.015625,151836.361814107
5189,1304203,Norte,Amazonas,Tefé,59849,54,54,90.2270714631823,90.2270714631823,23998247751.783,1134649.11187285
5190,2516706,Nordeste,Paraíba,Teixeira,15161,10,10,65.9587098476354,65.9587098476354,164567706.376221,63300.6113332333
5191,2931350,Nordeste,Bahia,Teixeira de Freitas,160487,162,136,100.942755487983,84.742066335591,1287509164.82813,197674.67482287
5192,4127007,Sul,Paraná,Teixeira Soares,12367,8,8,64.688283334681,64.688283334681,1109489927.48047,262623.315282098
5193,3168507,Sudeste,Minas Gerais,Teixeiras,11661,10,10,85.755938598748,85.755938598748,191337112.640625,75066.7894444094
5194,1101559,Norte,Rondônia,Teixeirópolis,4308,3,3,69.6378830083566,69.6378830083566,480163671.494629,106636.423306296
5195,2313351,Nordeste,Ceará,Tejuçuoca,19187,12,12,62.5423463803617,62.5423463803617,768400941.40271,136687.697192938
5196,3554201,Sudeste,São Paulo,Tejupá,4532,4,4,88.261253309797,88.261253309797,352974772.791992,97366.9061093394
5197,4127106,Sul,Paraná,Telêmaco Borba,78974,41,36,51.9158203965862,45.5846227872464,1670907614.10645,281527.904027839
5198,2807303,Nordeste,Sergipe,Telha,3227,3,3,92.965602726991,92.965602726991,50931669.8935547,35888.4544368258
5199,2414100,Nordeste,Rio Grande do Norte,Tenente Ananias,10786,6,6,55.6276654923048,55.6276654923048,228010617.560547,68560.6799179579
5200,2414159,Nordeste,Rio Grande do Norte,Tenente Laurentino Cruz,5952,6,6,100.806451612903,100.806451612903,69810568.9436035,51789.2205631836
5201,4321402,Sul,Rio Grande do Sul,Tenente Portela,13485,58,58,430.10752688172,430.10752688172,430217493.708984,140123.85772301
5202,2516755,Nordeste,Paraíba,Tenório,3058,2,2,65.402223675605,65.402223675605,107538797.156982,57618.6438059655
5203,2931400,Nordeste,Bahia,Teodoro Sampaio,7425,10,10,134.680134680135,134.680134680135,257749642.634766,84626.8651810976
5204,3554300,Sudeste,São Paulo,Teodoro Sampaio,23148,17,17,73.4404700190081,73.4404700190081,1829256463.85156,213402.718957179
5205,2931509,Nordeste,Bahia,Teofilândia,22518,15,15,66.613375965894,66.613375965894,368656831.402344,93814.1549980114
5206,3168606,Sudeste,Minas Gerais,Teófilo Otoni,140592,271,254,192.756344599977,180.664618185957,3592734397.55762,427570.60002349
5207,2931608,Nordeste,Bahia,Teolândia,14943,14,14,93.6893528742555,93.6893528742555,308270670.801758,131141.430170037
5208,2709152,Nordeste,Alagoas,Teotônio Vilela,44169,44,44,99.6173787045213,99.6173787045213,310412249.448242,75842.2951904688
5209,5008008,Centro-Oeste,Mato Grosso do Sul,Terenos,21806,14,14,64.2025130697973,64.2025130697973,3253202836.17383,329452.569571481
5210,2211001,Nordeste,Piauí,Teresina,864845,1463,1354,169.163260468639,156.559845983962,1411457810.25073,271917.766954212
5211,5221080,Centro-Oeste,Goiás,Teresina de Goiás,3458,2,2,57.8368999421631,57.8368999421631,825465920.547363,184773.627372038
5212,3305802,Sudeste,Rio de Janeiro,Teresópolis,182594,204,189,111.723276777988,103.508329956077,907937486.421875,167885.776501613
5213,2615102,Nordeste,Pernambuco,Terezinha,7169,8,8,111.5915748361,111.5915748361,156310767.56665,63513.9398547661
5214,5221197,Centro-Oeste,Goiás,Terezópolis de Goiás,8043,4,4,49.7326868084048,49.7326868084048,116882599.573242,64938.0043941923
5215,1507961,Norte,Pará,Terra Alta,11720,12,12,102.389078498294,102.389078498294,207867554.018158,67405.6443994826
5216,4127205,Sul,Paraná,Terra Boa,17094,19,18,111.150111150111,105.300105300105,384400473.056641,96316.503271313
5217,4321436,Sul,Rio Grande do Sul,Terra de Areia,11204,4,4,35.7015351660121,35.7015351660121,188179288.126953,90081.8103878425
5218,2615201,Nordeste,Pernambuco,Terra Nova,10096,8,8,79.2393026941363,79.2393026941363,304198708.178467,88333.5905817345
5219,2931707,Nordeste,Bahia,Terra Nova,13033,8,8,61.3826440573928,61.3826440573928,194390193.410156,72774.845915548
5220,5108055,Centro-Oeste,Mato Grosso,Terra Nova do Norte,9667,8,8,82.7557670425158,82.7557670425158,2531677346.81592,261935.685516372
5221,4127304,Sul,Paraná,Terra Rica,16789,14,14,83.3879325749002,83.3879325749002,827440501.699219,134707.234414109
5222,3554409,Sudeste,São Paulo,Terra Roxa,9370,8,8,85.3788687299893,85.3788687299893,254714747.917969,80497.9377575393
5223,4127403,Sul,Paraná,Terra Roxa,17481,22,19,125.850923860191,108.689434242892,966993476.756836,160681.675320285
5224,1507979,Norte,Pará,Terra Santa,18769,20,20,106.558687196974,106.558687196974,1910856832.53003,270374.63476683
5225,5108105,Centro-Oeste,Mato Grosso,Tesouro,3805,2,2,52.5624178712221,52.5624178712221,4660220641.39941,420517.144491317
5226,4321451,Sul,Rio Grande do Sul,Teutônia,33232,31,31,93.2835820895522,93.2835820895522,236272728.716797,95960.7000851599
5227,1101609,Norte,Rondônia,Theobroma,10444,7,7,67.0241286863271,67.0241286863271,2281787437.2998,293416.814416722
5228,2313401,Nordeste,Ceará,Tianguá,75946,66,65,86.9038527374714,85.5871276959945,918867233.407104,193325.282431859
5229,4127502,Sul,Paraná,Tibagi,20522,11,11,53.601013546438,53.601013546438,3589175871.64551,466451.966613497
5230,2411056,Nordeste,Rio Grande do Norte,Tibau,4106,12,11,292.255236239649,267.900633219679,171611390.418945,63753.5913862196
5231,2414209,Nordeste,Rio Grande do Norte,Tibau do Sul,14180,11,11,77.574047954866,77.574047954866,103718243.244385,48652.8415199061
5232,3554508,Sudeste,São Paulo,Tietê,42076,30,30,71.2995531894667,71.2995531894667,479843398.229492,167305.30978352
5233,4217956,Sul,Santa Catarina,Tigrinhos,1633,2,2,122.473974280465,122.473974280465,72862841.6035156,47283.0284926127
5234,4218004,Sul,Santa Catarina,Tijucas,38407,37,37,96.3366053063244,96.3366053063244,355105617.182617,135541.977101131
5235,4127601,Sul,Paraná,Tijucas do Sul,16868,11,11,65.2122361868627,65.2122361868627,833792322.083008,218877.951694658
5236,2615300,Nordeste,Pernambuco,Timbaúba,53022,32,32,60.3523065897175,60.3523065897175,300049415.831299,91966.3405673183
5237,2414308,Nordeste,Rio Grande do Norte,Timbaúba dos Batistas,2414,0,0,0,0,138102113.670898,52208.686467305
5238,4218103,Sul,Santa Catarina,Timbé do Sul,5348,8,8,149.588631264024,149.588631264024,431462371.710938,151161.353352307
5239,2112100,Nordeste,Maranhão,Timbiras,29124,36,36,123.609394313968,123.609394313968,1504389782.26245,194014.655156497
5240,4218202,Sul,Santa Catarina,Timbó,44238,53,49,119.806501198065,110.764501107645,160576676.120117,60789.9816882499
5241,4218251,Sul,Santa Catarina,Timbó Grande,7877,4,4,50.7807540941983,50.7807540941983,751884632.802734,164234.182866822
5242,3554607,Sudeste,São Paulo,Timburi,2658,3,3,112.866817155756,112.866817155756,234008163.645508,83166.7400066236
5243,2112209,Nordeste,Maranhão,Timon,169107,149,147,88.1098949186018,86.927211765332,1790948483.44434,187189.593822069
5244,3168705,Sudeste,Minas Gerais,Timóteo,89842,82,72,91.2713430244206,80.1406914360767,163453739.225586,81564.25463858
5245,4321469,Sul,Rio Grande do Sul,Tio Hugo,3030,1,1,33.003300330033,33.003300330033,148265215.105469,76516.4705974219
5246,3168804,Sudeste,Minas Gerais,Tiradentes,7981,7,7,87.7083072296705,87.7083072296705,95910181.8652344,69158.8146743196
5247,4321477,Sul,Rio Grande do Sul,Tiradentes do Sul,5704,2,2,35.0631136044881,35.0631136044881,300651896.439453,114163.358735908
5248,3168903,Sudeste,Minas Gerais,Tiros,6480,7,7,108.024691358025,108.024691358025,2348341735.09473,389903.497088496
5249,2807402,Nordeste,Sergipe,Tobias Barreto,52191,31,30,59.3972140790558,57.4811749152153,1069832475.12793,214162.018799916
5250,1721109,Norte,Tocantins,Tocantínia,7545,8,8,106.030483764082,106.030483764082,2693120672.23877,280278.463474419
5251,1721208,Norte,Tocantins,Tocantinópolis,22870,31,31,135.548753825973,135.548753825973,1097195858.28687,154543.575243413
5252,3169000,Sudeste,Minas Gerais,Tocantins,16659,7,7,42.01932889129,42.01932889129,200958490.31543,81420.8630589838
5253,3169059,Sudeste,Minas Gerais,Tocos do Moji,4101,4,4,97.5371860521824,97.5371860521824,134754097.699219,73048.6957837129
5254,3169109,Sudeste,Minas Gerais,Toledo,6258,3,3,47.9386385426654,47.9386385426654,161483803.506836,67367.9974861058
5255,4127700,Sul,Paraná,Toledo,140635,171,139,121.591353503751,98.8374160059729,1456708683.08301,327995.556399394
5256,2807501,Nordeste,Sergipe,Tomar do Geru,13536,8,8,59.1016548463357,59.1016548463357,320618501.627441,119910.984735253
5257,4127809,Sul,Paraná,Tomazina,7918,7,7,88.4061631725183,88.4061631725183,708897793.74707,184257.083034531
5258,3169208,Sudeste,Minas Gerais,Tombos,8022,13,11,162.054350536026,137.122911992022,328263929.055664,103632.944399656
5259,1508001,Norte,Pará,Tomé-Açu,63447,31,30,48.8596781565716,47.2835595063596,5190998342.19287,407389.823239278
5260,1304237,Norte,Amazonas,Tonantins,18755,21,21,111.970141295654,111.970141295654,6504543589.79858,597622.641825982
5261,2615409,Nordeste,Pernambuco,Toritama,45219,19,19,42.0177359074725,42.0177359074725,26381542.8498535,26189.9964443968
5262,5108204,Centro-Oeste,Mato Grosso,Torixoréu,3609,3,3,83.1255195344971,83.1255195344971,2617932147.23926,332632.952069133
5263,4321493,Sul,Rio Grande do Sul,Toropi,2806,2,2,71.2758374910905,71.2758374910905,268724252.777344,96257.2600733834
5264,3554656,Sudeste,São Paulo,Torre de Pedra,2412,2,2,82.9187396351576,82.9187396351576,84909775.2451172,43749.1345663928
5265,4321501,Sul,Rio Grande do Sul,Torres,38732,72,71,185.892801817619,183.310957347929,211988616.265625,106558.313676127
5266,3554706,Sudeste,São Paulo,Torrinha,10010,9,9,89.9100899100899,89.9100899100899,370825737.930664,141965.273381395
5267,2414407,Nordeste,Rio Grande do Norte,Touros,33287,25,25,75.1043951092018,75.1043951092018,851627319.704834,175940.127983378
5268,3554755,Sudeste,São Paulo,Trabiju,1724,3,3,174.013921113689,174.013921113689,74164874.2041016,52906.4972150386
5269,1508035,Norte,Pará,Tracuateua,30959,16,16,51.6812558545173,51.6812558545173,940877406.526031,231929.933721399
5270,2615508,Nordeste,Pernambuco,Tracunhaém,13769,10,10,72.6269155348972,72.6269155348972,138906785.832031,66003.8413438601
5271,2709202,Nordeste,Alagoas,Traipu,27715,15,15,54.1223164351434,54.1223164351434,711142864.338867,141607.547982612
5272,1508050,Norte,Pará,Trairão,18989,12,12,63.1944810153247,63.1944810153247,12168142832.0828,796873.214587246
5273,2313500,Nordeste,Ceará,Trairi,55918,33,33,59.0149862298366,59.0149862298366,935091473.420898,176689.455847321
5274,3305901,Sudeste,Rio de Janeiro,Trajano de Moraes,10626,10,10,94.1087897609637,94.1087897609637,689176390.673828,163897.299123808
5275,4321600,Sul,Rio Grande do Sul,Tramandaí,51715,69,69,133.423571497631,133.423571497631,193303186.216797,90347.7129299821
5276,4321626,Sul,Rio Grande do Sul,Travesseiro,2336,1,1,42.8082191780822,42.8082191780822,107008014.041016,74868.8485414956
5277,2931806,Nordeste,Bahia,Tremedal,16394,19,19,115.896059533976,115.896059533976,2168302994.77344,286958.03761704
5278,3554805,Sudeste,São Paulo,Tremembé,47185,27,26,57.2215746529617,55.1022570732224,226385287.710938,73867.6901034116
5279,4321634,Sul,Rio Grande do Sul,Três Arroios,2668,4,4,149.925037481259,149.925037481259,189551794.855469,97047.6482672669
5280,4218301,Sul,Santa Catarina,Três Barras,19275,23,23,119.325551232166,119.325551232166,545456609.136719,175371.334723762
5281,4127858,Sul,Paraná,Três Barras do Paraná,12040,10,10,83.0564784053156,83.0564784053156,620874831.725586,186060.547217038
5282,4321667,Sul,Rio Grande do Sul,Três Cachoeiras,11053,10,10,90.4731747037004,90.4731747037004,332408032.978516,109520.697470177
5283,3169307,Sudeste,Minas Gerais,Três Corações,79482,82,71,103.16801288342,89.3284013990589,963688147.748047,204715.129573613
5284,4321709,Sul,Rio Grande do Sul,Três Coroas,28220,17,17,60.2409638554217,60.2409638554217,245672016.982422,90158.1444986404
5285,4321808,Sul,Rio Grande do Sul,Três de Maio,23906,34,34,142.223709528989,142.223709528989,540948012.128906,200006.642759385
5286,4321832,Sul,Rio Grande do Sul,Três Forquilhas,2697,2,2,74.1564701520208,74.1564701520208,287399079.884766,101781.163726908
5287,3554904,Sudeste,São Paulo,Três Fronteiras,5807,4,4,68.8823833304632,68.8823833304632,173161162.0625,75500.8002899992
5288,5008305,Centro-Oeste,Mato Grosso do Sul,Três Lagoas,121388,207,183,170.527564503905,150.756252677365,11684287796.1963,598337.282039992
5289,3169356,Sudeste,Minas Gerais,Três Marias,32356,18,18,55.6311039683521,55.6311039683521,2987214876.41211,337178.098741407
5290,4321857,Sul,Rio Grande do Sul,Três Palmeiras,4271,5,5,117.06860220089,117.06860220089,230914513.117188,99063.2067989445
5291,4321907,Sul,Rio Grande do Sul,Três Passos,23906,36,36,150.589810089517,150.589810089517,342086787.148438,119188.07599031
5292,3169406,Sudeste,Minas Gerais,Três Pontas,56746,57,52,100.447608642019,91.6364149014909,799600482.068359,162659.270907161
5293,5221304,Centro-Oeste,Goiás,Três Ranchos,2833,3,2,105.894811154253,70.5965407695023,314777361.615234,114317.113882711
5294,3306008,Sudeste,Rio de Janeiro,Três Rios,81804,142,137,173.585643733803,167.473473179796,378023392.782227,136294.645151251
5295,4218350,Sul,Santa Catarina,Treviso,3929,3,3,76.3553066938152,76.3553066938152,204134186.929688,70059.1815458887
5296,4218400,Sul,Santa Catarina,Treze de Maio,7081,10,10,141.222991102952,141.222991102952,210358840.304688,71759.3056233909
5297,4218509,Sul,Santa Catarina,Treze Tílias,7840,4,4,51.0204081632653,51.0204081632653,235876815.6875,103953.057101965
5298,2615607,Nordeste,Pernambuco,Trindade,30521,23,22,75.3579502637528,72.0815176435896,303168188.439453,77127.0005056963
5299,5221403,Centro-Oeste,Goiás,Trindade,127599,90,90,70.533468130628,70.533468130628,778131853.87793,181761.005942122
5300,4321956,Sul,Rio Grande do Sul,Trindade do Sul,5802,8,8,137.883488452258,137.883488452258,342646223.169922,130884.089938228
5301,2516805,Nordeste,Paraíba,Triunfo,9455,12,12,126.916975145426,126.916975145426,224277545.388184,82831.1253820021
5302,2615706,Nordeste,Pernambuco,Triunfo,15254,8,8,52.445260259604,52.445260259604,196425001.089844,69890.1018688493
5303,4322004,Sul,Rio Grande do Sul,Triunfo,29538,26,22,88.022208680344,74.4803304218295,1092040599.04297,188716.064402959
5304,2414456,Nordeste,Rio Grande do Norte,Triunfo Potiguar,3237,4,4,123.571207908557,123.571207908557,273401685.955811,76168.3749088284
5305,2112233,Nordeste,Maranhão,Trizidela do Vale,21998,17,17,77.2797527047913,77.2797527047913,295834572.537109,83447.6382191183
5306,5221452,Centro-Oeste,Goiás,Trombas,3500,3,3,85.7142857142857,85.7142857142857,849709787.750488,210534.165280962
5307,4218608,Sul,Santa Catarina,Trombudo Central,7360,11,11,149.45652173913,149.45652173913,138118831.983398,67231.7816026699
