OBJECTID,Codigo_Municipio,GR,Nome_Estado,Nome_municipio,Pop_Total,Total_Enfermeiros,Enfermeiros_SUS,Enfermeiros_100mil_hab_Ind,Enfermeiros_SUS_100mil_hab_Ind,Shape__Area,Shape__Length
1103,2202539,Nordeste,Piauí,Caraúbas do Piauí,5868,3,3,51.1247443762781,51.1247443762781,476232027.701538,110427.164185165
1104,2906907,Nordeste,Bahia,Caravelas,22016,22,22,99.9273255813954,99.9273255813954,2654059421.01123,386631.420967833
1105,4304705,Sul,Rio Grande do Sul,Carazinho,62110,80,70,128.803735308324,112.703268394783,860172844.263672,248747.711812519
1106,3113503,Sudeste,Minas Gerais,Carbonita,9405,8,8,85.0611376927166,85.0611376927166,1609591386.9834,242478.522516294
1107,2907004,Nordeste,Bahia,Cardeal da Silva,9295,3,3,32.2754168908015,32.2754168908015,308700542.861816,75431.613194938
1108,3510708,Sudeste,São Paulo,Cardoso,12326,12,12,97.3551841635567,97.3551841635567,728286786.557617,146264.49992462
1109,3301157,Sudeste,Rio de Janeiro,Cardoso Moreira,12823,16,16,124.775793496062,124.775793496062,606872543.806641,121777.581852707
1110,3113602,Sudeste,Minas Gerais,Careaçu,6757,5,5,73.9973360959006,73.9973360959006,211810459.363281,87211.7231233352
1111,1301100,Norte,Amazonas,Careiro,37869,38,38,100.345929388154,100.345929388154,6163721585.69043,552327.758675987
1112,1301159,Norte,Amazonas,Careiro da Várzea,30225,21,21,69.4789081885856,69.4789081885856,2653791256.94092,347325.881458136
1113,3201308,Sudeste,Espírito Santo,Cariacica,381285,352,220,92.3193936294373,57.6996210183983,319582788.869141,118745.902631966
1114,2303006,Nordeste,Ceará,Caridade,22547,20,20,88.7035969308556,88.7035969308556,856698348.179932,184177.596788192
1115,2202554,Nordeste,Piauí,Caridade do Piauí,5067,3,3,59.206631142688,59.206631142688,511220511.835205,103266.0637102
1116,2907103,Nordeste,Bahia,Carinhanha,29018,19,19,65.476600730581,65.476600730581,2703189113.27051,350695.666819149
1117,2801405,Nordeste,Sergipe,Carira,22082,14,14,63.4000543429037,63.4000543429037,662587997.87793,131990.557185509
1118,2303105,Nordeste,Ceará,Cariré,18448,18,18,97.5715524718127,97.5715524718127,765564145.181519,132776.482653946
1119,1703867,Norte,Tocantins,Cariri do Tocantins,4382,8,8,182.565038795071,182.565038795071,1186287241.24365,204619.577487121
1120,2303204,Nordeste,Ceará,Caririaçu,26965,24,24,89.0042647876877,89.0042647876877,637160846.851807,149152.577465069
1121,2303303,Nordeste,Ceará,Cariús,18699,10,10,53.4787956575218,53.4787956575218,1083279081.87134,215288.770071755
1122,5102793,Centro-Oeste,Mato Grosso,Carlinda,10305,4,4,38.8161086851043,38.8161086851043,2508691023.07471,277127.260592856
1123,4104709,Sul,Paraná,Carlópolis,14320,10,10,69.8324022346369,69.8324022346369,538907152.821289,138889.168983571
1124,4304804,Sul,Rio Grande do Sul,Carlos Barbosa,29833,30,30,100.559782790869,100.559782790869,303611994.369141,97062.9662883985
1125,3113701,Sudeste,Minas Gerais,Carlos Chagas,18837,10,10,53.0870096087487,53.0870096087487,3547624599.14844,419800.988398629
1126,4304853,Sul,Rio Grande do Sul,Carlos Gomes,1377,2,2,145.243282498184,145.243282498184,106489775.263672,50260.8351831743
1127,3113800,Sudeste,Minas Gerais,Carmésia,2632,3,3,113.981762917933,113.981762917933,291571918.138672,93851.4613043216
1128,3301207,Sudeste,Rio de Janeiro,Carmo,18895,26,26,137.602540354591,137.602540354591,357754279.499023,113169.250821285
1129,3113909,Sudeste,Minas Gerais,Carmo da Cachoeira,12170,8,8,65.7354149548069,65.7354149548069,587415457.779297,137785.889265114
1130,3114006,Sudeste,Minas Gerais,Carmo da Mata,11476,11,11,95.8522133147438,95.8522133147438,409495065.560547,110118.949642421
1131,3114105,Sudeste,Minas Gerais,Carmo de Minas,14859,17,17,114.408775826099,114.408775826099,377196990.436523,101927.229507253
1132,3114204,Sudeste,Minas Gerais,Carmo do Cajuru,22478,15,15,66.7319156508586,66.7319156508586,520144917.013672,133997.767301351
1133,3114303,Sudeste,Minas Gerais,Carmo do Paranaíba,30329,30,27,98.9152296481915,89.0237066833724,1469092400.2002,345572.344139868
1134,3114402,Sudeste,Minas Gerais,Carmo do Rio Claro,21225,16,16,75.3828032979976,75.3828032979976,1228389039.99805,205197.161809113
1135,5205000,Centro-Oeste,Goiás,Carmo do Rio Verde,10082,9,9,89.2680023804801,89.2680023804801,453014702.420898,130418.253932968
1136,1703883,Norte,Tocantins,Carmolândia,2580,1,1,38.7596899224806,38.7596899224806,346841834.222168,91886.857045605
1137,2801504,Nordeste,Sergipe,Carmópolis,16634,8,8,48.0942647589275,48.0942647589275,48341925.2617188,39703.7471089187
1138,3114501,Sudeste,Minas Gerais,Carmópolis de Minas,19355,14,14,72.3327305605787,72.3327305605787,458613934.047852,139047.410256278
1139,2603900,Nordeste,Pernambuco,Carnaíba,19551,14,14,71.6075904045829,71.6075904045829,438650658.151123,127993.379453601
1140,2402402,Nordeste,Rio Grande do Norte,Carnaúba dos Dantas,8180,6,6,73.3496332518338,73.3496332518338,251196668.737549,80977.5731011613
1141,2402501,Nordeste,Rio Grande do Norte,Carnaubais,10759,10,10,92.9454410261177,92.9454410261177,525594321.505371,120061.451474683
1142,2303402,Nordeste,Ceará,Carnaubal,17606,25,25,141.997046461434,141.997046461434,369186750.288208,82874.3272589544
1143,2603926,Nordeste,Pernambuco,Carnaubeira da Penha,12932,11,11,85.0603154964429,85.0603154964429,1033245870.73975,149445.250701426
1144,3114550,Sudeste,Minas Gerais,Carneirinho,10027,10,10,99.7307270370001,99.7307270370001,2341426886.33203,233872.496826145
1145,2701803,Nordeste,Alagoas,Carneiros,9081,3,3,33.0360092500826,33.0360092500826,105350730.664795,50581.6949306471
1146,1400233,Norte,Roraima,Caroebe,10169,7,7,68.8366604385879,68.8366604385879,12150600936.2077,534948.20741098
1147,2102804,Nordeste,Maranhão,Carolina,24322,25,25,102.787599703972,102.787599703972,6592330119.14111,650760.229617621
1148,2604007,Nordeste,Pernambuco,Carpina,83641,54,54,64.5616384309131,64.5616384309131,151427266.333008,70314.8629428404
1149,3114600,Sudeste,Minas Gerais,Carrancas,4047,7,7,172.967630343464,172.967630343464,844942380.18457,182848.95702239
1150,2504108,Nordeste,Paraíba,Carrapateira,2659,1,1,37.6081233546446,37.6081233546446,55717050.6708984,39792.2189856406
1151,1703891,Norte,Tocantins,Carrasco Bonito,4095,4,4,97.6800976800977,97.6800976800977,195919806.504883,61501.4182740989
1152,2604106,Nordeste,Pernambuco,Caruaru,361118,765,735,211.842112550468,203.53457872496,945712394.476807,174412.561577301
1153,2102903,Nordeste,Maranhão,Carutapera,23807,21,21,88.2093501911203,88.2093501911203,1241057243.68799,384483.87123384
1154,3114709,Sudeste,Minas Gerais,Carvalhópolis,3579,3,3,83.8222967309304,83.8222967309304,94498698.8613281,57776.7125513988
1155,3114808,Sudeste,Minas Gerais,Carvalhos,4478,9,9,200.982581509603,200.982581509603,330025011.69043,105681.551683947
1156,3510807,Sudeste,São Paulo,Casa Branca,30380,47,46,154.707044107966,151.415404871626,1007386585.22363,214603.990886461
1157,3114907,Sudeste,Minas Gerais,Casa Grande,2257,1,1,44.3066016836509,44.3066016836509,181482098.545898,66515.5881856098
1158,2907202,Nordeste,Bahia,Casa Nova,71969,30,29,41.6846142088955,40.295127068599,9965885119.0835,481578.206684065
1159,4304903,Sul,Rio Grande do Sul,Casca,9031,11,11,121.802679658952,121.802679658952,353916930.341797,114798.312349511
1160,3115003,Sudeste,Minas Gerais,Cascalho Rico,3075,2,2,65.0406504065041,65.0406504065041,410954573.395508,108698.894544885
1161,2303501,Nordeste,Ceará,Cascavel,71743,44,44,61.3300252289422,61.3300252289422,845188496.571533,160827.046890943
1162,4104808,Sul,Paraná,Cascavel,328454,597,552,181.760611836056,168.060063205198,2569960455,422961.894272809
1163,1703909,Norte,Tocantins,Caseara,5369,2,2,37.2508847085118,37.2508847085118,1749106104.27832,230743.944620646
1164,4304952,Sul,Rio Grande do Sul,Caseiros,3202,2,2,62.4609618988132,62.4609618988132,304877155.898438,126364.572610071
1165,3301306,Sudeste,Rio de Janeiro,Casimiro de Abreu,44184,66,66,149.375339489408,149.375339489408,544833617.744141,184495.350893131
1166,2604155,Nordeste,Pernambuco,Casinhas,14341,10,10,69.7301443413988,69.7301443413988,118783671.755859,59949.9516963877
1167,2504157,Nordeste,Paraíba,Casserengue,7468,0,0,0,0,205544218.865967,72353.4261928107
1168,3115102,Sudeste,Minas Gerais,Cássia,17740,20,20,112.739571589628,112.739571589628,763156191.057617,179467.918535025
1169,3510906,Sudeste,São Paulo,Cássia dos Coqueiros,2523,4,4,158.5414189457,158.5414189457,221807364.904297,87766.0717749748
1170,5002902,Centro-Oeste,Mato Grosso do Sul,Cassilândia,21939,23,23,104.836136560463,104.836136560463,4108774139.09961,461160.651012529
1171,1502400,Norte,Pará,Castanhal,200793,167,165,83.1702300378997,82.1741793787632,1036330913.2193,201981.332179592
1172,5102850,Centro-Oeste,Mato Grosso,Castanheira,8729,7,7,80.1924619085806,80.1924619085806,4081395964.0083,350462.845348816
1173,1100908,Norte,Rondônia,Castanheiras,3052,3,3,98.2961992136304,98.2961992136304,935375009.573242,165518.234417514
1174,5205059,Centro-Oeste,Goiás,Castelândia,3435,5,5,145.560407569141,145.560407569141,331813385.56543,147139.422236812
1175,3201407,Sudeste,Espírito Santo,Castelo,37534,25,24,66.6062769755422,63.9420258965205,760623102.619141,193215.010135381
1176,2202604,Nordeste,Piauí,Castelo do Piauí,19716,18,18,91.2964090079124,91.2964090079124,2415429847.26221,307681.915816003
1177,3511003,Sudeste,São Paulo,Castilho,21006,21,21,99.9714367323622,99.9714367323622,1226765135.68164,203063.193719964
1178,4104907,Sul,Paraná,Castro,71484,62,61,86.7326954283476,85.3337809859549,3085408681.28027,372747.057693303
1179,2907301,Nordeste,Bahia,Castro Alves,26264,31,30,118.032287541882,114.22479439537,754793271.983887,141014.353279942
1180,3115300,Sudeste,Minas Gerais,Cataguases,75123,63,55,83.8624655564874,73.2132635810604,569657466.743164,185092.742607265
1181,5205109,Centro-Oeste,Goiás,Catalão,108823,106,97,97.4058792718451,89.1355687676318,4244756816.14551,641277.612182925
1182,3511102,Sudeste,São Paulo,Catanduva,121862,306,241,251.103707472387,197.764684643285,335682302.560547,112530.124469341
1183,4105003,Sul,Paraná,Catanduvas,10189,12,12,117.774070075572,117.774070075572,714114769.348633,221963.386431587
1184,4204004,Sul,Santa Catarina,Catanduvas,10861,7,7,64.4507872203296,64.4507872203296,249703915.884766,105854.263299189
1185,2303600,Nordeste,Ceará,Catarina,20698,16,16,77.302154797565,77.302154797565,495953377.419189,134451.030909949
1186,3115359,Sudeste,Minas Gerais,Catas Altas,5376,5,5,93.0059523809524,93.0059523809524,273504811.591797,87087.7128154864
1187,3115409,Sudeste,Minas Gerais,Catas Altas da Noruega,3641,3,3,82.3949464432848,82.3949464432848,162597832.797852,66756.8335367345
1188,2604205,Nordeste,Pernambuco,Catende,42892,11,11,25.6458080760981,25.6458080760981,213432841.051514,112916.605091941
1189,3511201,Sudeste,São Paulo,Catiguá,7804,7,7,89.6975909789851,89.6975909789851,171254903.288086,58376.2489844544
1190,2504207,Nordeste,Paraíba,Catingueira,4932,8,8,162.20600162206,162.20600162206,541278321.283203,112730.602670423
1191,2907400,Nordeste,Bahia,Catolândia,3577,5,5,139.78194017333,139.78194017333,741175735.060547,143030.80439227
1192,2504306,Nordeste,Paraíba,Catolé do Rocha,30546,57,57,186.603810646238,186.603810646238,562559816.791992,136617.886190264
1193,2907509,Nordeste,Bahia,Catu,54704,55,44,100.541093887102,80.4328751096812,456667599.716797,118351.490929797
1194,4305009,Sul,Rio Grande do Sul,Catuípe,8774,10,10,113.973102347846,113.973102347846,753316570.751953,218253.741971002
1195,3115458,Sudeste,Minas Gerais,Catuji,6311,8,8,126.762795119632,126.762795119632,462974541.644531,149815.782631478
1196,2303659,Nordeste,Ceará,Catunda,10342,13,13,125.701024946819,125.701024946819,801189515.929688,173454.119863713
1197,5205208,Centro-Oeste,Goiás,Caturaí,5070,3,3,59.1715976331361,59.1715976331361,224229496.835938,112033.390903328
1198,2907558,Nordeste,Bahia,Caturama,9329,9,9,96.4733626326509,96.4733626326509,760423894.20166,144450.126148136
1199,2504355,Nordeste,Paraíba,Caturité,4852,5,5,103.050288540808,103.050288540808,120865111.527588,56808.368019255
1200,3115474,Sudeste,Minas Gerais,Catuti,4986,5,5,100.280786201364,100.280786201364,311251691.111816,129537.704493712
1201,2303709,Nordeste,Ceará,Caucaia,361400,182,177,50.3597122302158,48.9762036524626,1242126289.82117,169857.983043692
1202,5205307,Centro-Oeste,Goiás,Cavalcante,9709,4,4,41.198887630034,41.198887630034,7407039347.22852,594803.471542699
1203,3115508,Sudeste,Minas Gerais,Caxambu,21656,14,14,64.647210934614,64.647210934614,117415592.639648,71979.1894683716
1204,4204103,Sul,Santa Catarina,Caxambu do Sul,3642,7,7,192.202086765513,192.202086765513,178406571.705078,86807.2433413901
1205,2103000,Nordeste,Maranhão,Caxias,164880,278,267,168.607472100922,161.93595342067,5269296847.29004,470502.152364805
1206,4305108,Sul,Rio Grande do Sul,Caxias do Sul,510906,814,583,159.324807303105,114.111010636007,2171995018.50391,376037.081431748
1207,2202653,Nordeste,Piauí,Caxingó,5424,3,3,55.3097345132743,55.3097345132743,496085891.894043,139521.469850525
1208,2402600,Nordeste,Rio Grande do Norte,Ceará-Mirim,73497,45,45,61.226988856688,61.226988856688,736169293.209961,124962.154884888
1209,2103109,Nordeste,Maranhão,Cedral,10675,10,10,93.6768149882904,93.6768149882904,285430912.295166,127424.359873229
1210,3511300,Sudeste,São Paulo,Cedral,9237,13,12,140.738334957237,129.912309191296,227867332.424805,88150.2300860928
1211,2303808,Nordeste,Ceará,Cedro,25557,21,21,82.1692686935086,82.1692686935086,740252671.357422,138372.075361515
1212,2604304,Nordeste,Pernambuco,Cedro,11807,13,13,110.104175489117,110.104175489117,152479125.871826,64974.2780804881
1213,2801603,Nordeste,Sergipe,Cedro de São João,5897,5,5,84.7888756995082,84.7888756995082,87002803.1767578,37684.995238036
1214,3115607,Sudeste,Minas Gerais,Cedro do Abaeté,1164,2,2,171.821305841924,171.821305841924,318930988.314453,118180.954718595
1215,4204152,Sul,Santa Catarina,Celso Ramos,2728,2,2,73.3137829912023,73.3137829912023,266527287.09375,108204.478023923
1216,1704105,Norte,Tocantins,Centenário,2905,1,1,34.4234079173838,34.4234079173838,2017417640.59717,277178.96367257
1217,4305116,Sul,Rio Grande do Sul,Centenário,2891,1,1,34.5901072293324,34.5901072293324,172402930.949219,88732.8658582911
1218,4105102,Sul,Paraná,Centenário do Sul,10827,10,10,92.3616883716634,92.3616883716634,439636198.154297,102805.426066749
1219,2907608,Nordeste,Bahia,Central,17266,11,11,63.7090235144214,63.7090235144214,592678571.197754,111616.129817929
1220,3115706,Sudeste,Minas Gerais,Central de Minas,7032,9,9,127.986348122867,127.986348122867,229140807.696289,92046.9184848472
1221,2103125,Nordeste,Maranhão,Central do Maranhão,8673,6,6,69.1802144586648,69.1802144586648,321694376.66394,92060.7876077555
1222,3115805,Sudeste,Minas Gerais,Centralina,10350,9,9,86.9565217391304,86.9565217391304,366346148.173828,120632.048166013
1223,2103158,Nordeste,Maranhão,Centro do Guilherme,13458,8,8,59.4441967602913,59.4441967602913,1177811223.72009,179412.028247458
1224,2103174,Nordeste,Maranhão,Centro Novo do Maranhão,21622,14,13,64.7488668948293,60.1239478309129,8450790974.8689,794919.800679797
1225,1100056,Norte,Rondônia,Cerejeiras,16323,14,14,85.7685474483857,85.7685474483857,2954156283.40723,391891.063813741
1226,5205406,Centro-Oeste,Goiás,Ceres,22191,71,55,319.949529088369,247.848226758596,231646737.556641,89894.5709351116
1227,3511409,Sudeste,São Paulo,Cerqueira César,19985,20,19,100.075056292219,95.0713034776082,607161927.769531,149482.057387865
1228,3511508,Sudeste,São Paulo,Cerquilho,48949,42,39,85.8035914931868,79.6747635293877,151955010.654297,74687.5912339701
1229,4305124,Sul,Rio Grande do Sul,Cerrito,6091,2,2,32.835330815958,32.835330815958,626280962.126953,144569.337307404
1230,4105201,Sul,Paraná,Cerro Azul,17779,9,9,50.6215197705158,50.6215197705158,1636625237.83496,282947.63753553
1231,4305132,Sul,Rio Grande do Sul,Cerro Branco,4691,2,2,42.6348326582818,42.6348326582818,210577770.910156,83705.7088918591
1232,2402709,Nordeste,Rio Grande do Norte,Cerro Corá,11179,12,12,107.344127381698,107.344127381698,400526823.380615,103003.278178153
1233,4305157,Sul,Rio Grande do Sul,Cerro Grande,2311,2,2,86.5426222414539,86.5426222414539,93916962.9433594,55305.8414914232
1234,4305173,Sul,Rio Grande do Sul,Cerro Grande do Sul,12239,6,6,49.0236130402811,49.0236130402811,439665212.837891,113791.03075669
1235,4305207,Sul,Rio Grande do Sul,Cerro Largo,14133,11,11,77.8320243401967,77.8320243401967,229322130.404297,106818.103922351
1236,4204178,Sul,Santa Catarina,Cerro Negro,3124,2,2,64.0204865556978,64.0204865556978,535144448.580078,178566.188485758
1237,3511607,Sudeste,São Paulo,Cesário Lange,18148,14,14,77.1434868856072,77.1434868856072,226469298.790039,99222.7014229054
1238,4105300,Sul,Paraná,Céu Azul,11765,11,10,93.497662558436,84.9978750531237,1447909883.22949,331963.865139713
1239,5205455,Centro-Oeste,Goiás,Cezarina,8606,7,7,81.3386009760632,81.3386009760632,457637318.200195,177480.580364677
1240,2604403,Nordeste,Pernambuco,Chã de Alegria,13518,12,12,88.7705281846427,88.7705281846427,49827368.7143555,39876.8300653159
1241,2604502,Nordeste,Pernambuco,Chã Grande,21698,11,11,50.6959166743479,50.6959166743479,87182747.3007813,49582.7192502656
1242,2701902,Nordeste,Alagoas,Chã Preta,7311,7,7,95.7461359595131,95.7461359595131,175061064.417725,61466.7877591264
1243,3115904,Sudeste,Minas Gerais,Chácara,3154,2,2,63.4115409004439,63.4115409004439,177840248.420898,87179.5976625072
1244,3116001,Sudeste,Minas Gerais,Chalé,5704,7,7,122.720897615708,122.720897615708,242186269.31543,95003.6069150626
1245,4305306,Sul,Rio Grande do Sul,Chapada,9269,12,12,129.46380407811,129.46380407811,882312427.927734,206830.825954134
1246,1705102,Norte,Tocantins,Chapada da Natividade,3333,2,2,60.00600060006,60.00600060006,1725776063.92188,249933.629763064
1247,1704600,Norte,Tocantins,Chapada de Areia,1406,1,1,71.1237553342817,71.1237553342817,684746998.487793,199251.414149986
1248,3116100,Sudeste,Minas Gerais,Chapada do Norte,15356,14,13,91.1695754102631,84.6574628809586,914998676.148438,226948.018111433
1249,5103007,Centro-Oeste,Mato Grosso,Chapada dos Guimarães,19752,20,18,101.255569056298,91.1300121506683,7135978553.34668,867170.264257055
1250,3116159,Sudeste,Minas Gerais,Chapada Gaúcha,13680,8,8,58.4795321637427,58.4795321637427,3524816336.81104,429430.714786054
1251,5205471,Centro-Oeste,Goiás,Chapadão do Céu,10167,12,12,118.028917084686,118.028917084686,2441862298.77148,297425.422743117
1252,4204194,Sul,Santa Catarina,Chapadão do Lageado,2988,2,2,66.9344042838019,66.9344042838019,159415606.154297,64349.2295792509
1253,5002951,Centro-Oeste,Mato Grosso do Sul,Chapadão do Sul,25218,31,31,122.928067253549,122.928067253549,3652329605.22266,442932.196239035
1254,2103208,Nordeste,Maranhão,Chapadinha,79675,80,80,100.407907122686,100.407907122686,3283904972.18933,283870.512596457
1255,4204202,Sul,Santa Catarina,Chapecó,220367,383,281,173.800977460328,127.514555264627,793470125.091797,207541.006215617
1256,3511706,Sudeste,São Paulo,Charqueada,17190,7,7,40.7213496218732,40.7213496218732,207088328.851563,80316.0799457315
1257,4305355,Sul,Rio Grande do Sul,Charqueadas,40789,38,37,93.1623722081934,90.7107308342936,289603210.068359,87402.6164852984
1258,4305371,Sul,Rio Grande do Sul,Charrua,3279,3,3,91.4913083257091,91.4913083257091,254839320.210938,103002.404269235
1259,2303907,Nordeste,Ceará,Chaval,13069,12,12,91.8203382049124,91.8203382049124,240529873.705444,79746.14593946
1260,3557204,Sudeste,São Paulo,Chavantes,12418,6,6,48.3169592526977,48.3169592526977,223926793.570313,92781.8156650291
1261,1502509,Norte,Pará,Chaves,23717,9,9,37.9474638444997,37.9474638444997,13173291869.6915,619854.586791557
1262,3116209,Sudeste,Minas Gerais,Chiador,2687,2,2,74.4324525493115,74.4324525493115,295565144.634766,136422.677563474
1263,4305405,Sul,Rio Grande do Sul,Chiapetta,3756,4,4,106.496272630458,106.496272630458,510459019.882813,118452.54931949
1264,4105409,Sul,Paraná,Chopinzinho,19254,27,26,140.230601433468,135.036875454451,1189164922.42578,245216.35371729
1265,2303931,Nordeste,Ceará,Choró,13521,14,14,103.542637378892,103.542637378892,826916941.425293,192738.367228494
1266,2303956,Nordeste,Ceará,Chorozinho,20264,15,15,74.0228977497039,74.0228977497039,281854842.647461,75718.6882945614
1267,2907707,Nordeste,Bahia,Chorrochó,11177,17,17,152.098058513018,152.098058513018,3105184960.84399,313040.284169006
1268,4305439,Sul,Rio Grande do Sul,Chuí,6704,11,11,164.081145584726,164.081145584726,292842708.183594,79595.8282867839
1269,1100924,Norte,Rondônia,Chupinguaia,11182,7,7,62.6006081201932,62.6006081201932,5413465485.4668,479891.248139592
1270,4305447,Sul,Rio Grande do Sul,Chuvisca,5441,2,2,36.757948906451,36.757948906451,299665583.416016,98522.9291038819
1271,4105508,Sul,Paraná,Cianorte,82620,101,96,122.246429435972,116.194625998548,972895857.606445,167370.691517499
1272,2907806,Nordeste,Bahia,Cícero Dantas,32515,27,27,83.0385975703522,83.0385975703522,899312982.525391,199867.050029375
1273,4105607,Sul,Paraná,Cidade Gaúcha,12652,7,7,55.3272209927284,55.3272209927284,480606217.692383,119869.824384013
1274,5205497,Centro-Oeste,Goiás,Cidade Ocidental,71376,52,52,72.8536202645147,72.8536202645147,424987613.77832,110978.059313108
1275,2103257,Nordeste,Maranhão,Cidelândia,14697,7,7,47.6287677757365,47.6287677757365,1485305212.78247,214917.910848031
1276,4305454,Sul,Rio Grande do Sul,Cidreira,16254,8,8,49.2186538698167,49.2186538698167,329751463.998047,103690.015546731
1277,2907905,Nordeste,Bahia,Cipó,17300,15,15,86.7052023121387,86.7052023121387,162731681.374512,84323.0354453163
1278,3116308,Sudeste,Minas Gerais,Cipotânea,6787,5,5,73.6702519522617,73.6702519522617,176798948.831055,86422.9891755257
1279,4305504,Sul,Rio Grande do Sul,Ciríaco,4747,4,4,84.2637455234885,84.2637455234885,354892420.082031,119300.687818351
1280,3116407,Sudeste,Minas Gerais,Claraval,4843,4,4,82.5934338220112,82.5934338220112,260330081.992188,100453.560888167
1281,3116506,Sudeste,Minas Gerais,Claro dos Poções,7551,8,8,105.946232287114,105.946232287114,792743284.756836,229217.572966753
1282,5103056,Centro-Oeste,Mato Grosso,Cláudia,12149,8,8,65.8490410733394,65.8490410733394,4032770149.96191,372873.242025623
1283,3116605,Sudeste,Minas Gerais,Cláudio,28617,19,19,66.3941014082538,66.3941014082538,721577314.191406,156629.870255736
1284,3511904,Sudeste,São Paulo,Clementina,8617,5,5,58.0248346292213,58.0248346292213,195896888.001953,81968.2435546171
1285,4105706,Sul,Paraná,Clevelândia,16559,19,19,114.741228335044,114.741228335044,879769068.599609,237207.720520437
1286,2908002,Nordeste,Bahia,Coaraci,16993,24,24,141.23462602248,141.23462602248,294934772.853516,95960.2463563602
1287,1301209,Norte,Amazonas,Coari,85097,72,72,84.6093281784317,84.6093281784317,58718074709.8336,1914403.57143769
1288,2202703,Nordeste,Piauí,Cocal,27787,23,23,82.7725195235182,82.7725195235182,1307534318.29883,198768.582697824
1289,2202711,Nordeste,Piauí,Cocal de Telha,4891,3,3,61.3371498671028,61.3371498671028,314448201.625244,82306.5885588219
1290,4204251,Sul,Santa Catarina,Cocal do Sul,16684,13,13,77.9189642771518,77.9189642771518,92608059.1367188,48567.3025809526
1291,2202729,Nordeste,Piauí,Cocal dos Alves,6153,5,5,81.2611734113441,81.2611734113441,328351461.878418,81053.3908654238
1292,5103106,Centro-Oeste,Mato Grosso,Cocalinho,5700,7,7,122.80701754386,122.80701754386,17629636155.3555,977952.411864422
1293,5205513,Centro-Oeste,Goiás,Cocalzinho de Goiás,20240,23,23,113.636363636364,113.636363636364,1940672485.66895,320279.630251593
1294,2908101,Nordeste,Bahia,Cocos,18777,13,13,69.2336368962028,69.2336368962028,10882625087.7603,752730.747503639
1295,1301308,Norte,Amazonas,Codajás,28637,11,11,38.4118448161469,38.4118448161469,18889171092.9589,1153077.11400266
1296,2103307,Nordeste,Maranhão,Codó,122859,109,109,88.71958912249,88.71958912249,4418931863.15991,423388.81490456
1297,2103406,Nordeste,Maranhão,Coelho Neto,49435,32,31,64.7314655608375,62.7086072620613,987455082.379028,157035.215805075
1298,3116704,Sudeste,Minas Gerais,Coimbra,7556,5,5,66.1725780836421,66.1725780836421,122984369.993164,70843.7406764709
1299,2702009,Nordeste,Alagoas,Coité do Nóia,10693,6,6,56.1114747965959,56.1114747965959,91895019.5390625,55137.451449197
1300,2202737,Nordeste,Piauí,Coivaras,4020,4,4,99.502487562189,99.502487562189,492617809.481934,105862.598777388
1301,1502608,Norte,Pará,Colares,12085,9,9,74.4724865535788,74.4724865535788,614042920.435577,101936.087984906
1302,3201506,Sudeste,Espírito Santo,Colatina,122499,234,174,191.021967526266,142.041975852864,1602649522.38379,294576.140703485
1303,5103205,Centro-Oeste,Mato Grosso,Colíder,33438,55,50,164.483521741731,149.530474310665,3233548376.98047,315055.151965244
1304,3512001,Sudeste,São Paulo,Colina,18468,13,13,70.3920294563569,70.3920294563569,485334558.834961,118436.604475862
1305,2103505,Nordeste,Maranhão,Colinas,41178,53,53,128.709505075526,128.709505075526,2016049624.85571,285900.447391807
1306,4305587,Sul,Rio Grande do Sul,Colinas,2438,2,2,82.0344544708778,82.0344544708778,77164929.7070313,60789.73867627
1307,5205521,Centro-Oeste,Goiás,Colinas do Sul,3382,3,3,88.7049083382614,88.7049083382614,1824953666.90479,306343.146193989
1308,1705508,Norte,Tocantins,Colinas do Tocantins,35424,22,22,62.1047877145438,62.1047877145438,866411728.166992,175174.267440754
1309,1716703,Norte,Tocantins,Colméia,8205,10,10,121.87690432663,121.87690432663,1021191715.56494,240527.389918813
1310,5103254,Centro-Oeste,Mato Grosso,Colniza,38582,12,12,31.1025866984604,31.1025866984604,28879155240.4995,1289593.17854319
1311,3512100,Sudeste,São Paulo,Colômbia,6210,9,9,144.927536231884,144.927536231884,832241251.604492,130426.48313962
1312,4105805,Sul,Paraná,Colombo,243726,116,115,47.5944298105249,47.1841330018135,243048822.589844,83937.8135769305
1313,2202752,Nordeste,Piauí,Colônia do Gurguéia,6484,6,6,92.5354719309068,92.5354719309068,442347388.911133,119040.436564173
1314,2202778,Nordeste,Piauí,Colônia do Piauí,7656,3,3,39.1849529780564,39.1849529780564,969701995.392822,141874.91454761
1315,2702108,Nordeste,Alagoas,Colônia Leopoldina,21698,20,20,92.1743939533598,92.1743939533598,214407612.501953,87101.6834932141
1316,4105904,Sul,Paraná,Colorado,24012,30,30,124.937531234383,124.937531234383,477011452.136719,128567.72242529
1317,4305603,Sul,Rio Grande do Sul,Colorado,3175,4,4,125.984251968504,125.984251968504,371870176.607422,143121.959930113
1318,1100064,Norte,Rondônia,Colorado do Oeste,15882,15,15,94.4465432565168,94.4465432565168,1539597649.73242,184626.30754211
1319,3116803,Sudeste,Minas Gerais,Coluna,8873,6,6,67.6208723092528,67.6208723092528,388470302.189453,135181.269108129
1320,1705557,Norte,Tocantins,Combinado,4852,5,5,103.050288540808,103.050288540808,221809824.415039,88895.2558561658
